65536,3.024
131072,3.66
131072,3.638
262144,4.88
262144,4.87
262144,4.92
524288,7.38
524288,7.238
524288,7.531
524288,7.437
1048576,11.964
1048576,11.874
1048576,12.014
1048576,12.353
1048576,12.464
2097152,20.884
2097152,21.147
